GeoName,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Summit, CO",      Finance and insurance,40440,43522,44940,45985,43955,46256,48773,41152,40414
"Summit, CO",      Real estate and rental and leasing,582699,581400,566881,552142,531584,572457,585233,620616,629375
"Summit, CO",    Professional and business services,142252,137476,138072,135993,148715,161262,163306,169706,178922
"Summit, CO","      Professional, scientific, and technical services",80053,80953,84986,86683,97366,99734,100272,100551,105423
"Summit, CO",      Management of companies and enterprises,17544,15899,16084,14842,15453,17367,15198,17854,18480
"Summit, CO",      Administrative and support and waste management and remediation services,44617,40617,37002,34466,35891,44081,47548,51046,54681
"Summit, CO","    Educational services, health care, and social assistance",84455,86463,90967,97882,104696,109270,115586,114322,115944
"Summit, CO",      Educational services,8261,8651,8394,10919,11744,12700,13591,13495,13450
"Summit, CO",      Health care and social assistance,76195,77818,82574,86943,92927,96523,101937,100765,102451
"Summit, CO","    Arts, entertainment, recreation, accommodation, and food services",388155,407424,388669,391276,390083,424300,426332,449133,462761
"Summit, CO","      Arts, entertainment, and recreation",72911,82020,77211,85284,89212,86889,86850,93428,100273
"Summit, CO",      Accommodation and food services,315233,325404,311458,306042,301000,337305,339362,355661,362667
"Summit, CO",    Other services (except government and government enterprises),34644,36546,36597,38405,40119,41924,42686,45097,47085
"Summit, CO",Government and government enterprises,153415,148302,147158,143635,147472,155221,157061,160261,164641
"Teller, CO",All industry total,786716,777911,759624,769053,792060,832946,821374,880866,858144
"Teller, CO",  Private industries,708784,703610,685822,698097,719904,757326,747106,810770,780057
"Teller, CO","    Mining, quarrying, and oil and gas extraction",166744,152207,143853,169669,201766,221157,188305,254354,201791
"Teller, CO",    Wholesale trade,20375,18203,15203,11594,12772,15291,14430,15284,15281
"Teller, CO",    Retail trade,46082,46897,45052,45837,48940,50420,54519,57354,58436
"Teller, CO",    Transportation and warehousing,5057,3447,2180,2561,2963,3126,3941,5819,6147
"Teller, CO",    Information,7617,7162,6235,7881,7863,6691,7172,6928,8433
"Teller, CO","    Finance, insurance, real estate, rental, and leasing",167120,177468,174641,168892,164393,173683,184415,189344,198376
"Teller, CO",      Finance and insurance,13628,15253,15806,15015,16388,16690,17016,13892,15534
"Teller, CO",      Real estate and rental and leasing,153462,162204,158835,153880,147930,156951,167408,175805,183089
"Teller, CO",    Professional and business services,64700,71481,75824,70644,72653,70489,70427,75133,74542
"Teller, CO","      Professional, scientific, and technical services",39070,43611,45160,41593,42819,40928,42211,41994,39376
"Teller, CO",      Management of companies and enterprises,16204,16719,17978,16717,17544,17526,16216,18972,19802
"Teller, CO",      Administrative and support and waste management and remediation services,9424,11151,12685,12332,12300,12058,11978,14142,15324
"Teller, CO","    Arts, entertainment, recreation, accommodation, and food services",149389,147150,143750,137141,123714,129067,128765,119326,124134
"Teller, CO","      Arts, entertainment, and recreation",65804,66927,62457,58672,56716,55152,57471,58951,58427
"Teller, CO",      Accommodation and food services,83580,80224,81294,78463,67066,73888,71337,60659,65837
"Teller, CO",    Other services (except government and government enterprises),21996,20730,19920,19457,22261,24040,23803,23187,23258
"Teller, CO",Government and government enterprises,77918,74299,73802,71030,72279,75769,74441,70999,78303
"Teller, CO",Trade,66452,65102,60256,57423,61705,65703,68943,72632,73704
"Teller, CO",Private goods-producing industries 2/,194275,178587,170886,202602,236213,255708,223474,290775,245068
"Teller, CO",Private services-providing industries 3/,514441,524965,514935,496750,487825,507121,522978,528649,537712
"Washington, CO",All industry total,274309,273791,250054,245170,252720,219055,228338,199232,240624
"Washington, CO",  Private industries,248872,248634,225494,221367,229211,194193,204631,174824,216615
"Washington, CO","    Agriculture, forestry, fishing and hunting",125842,121371,85667,83925,90631,43776,52586,9560,57996
"Washington, CO","    Mining, quarrying, and oil and gas extraction",27317,27998,32562,29708,28749,40884,44398,44252,45336
"Washington, CO",    Utilities,4450,4638,4495,4949,4977,4987,5518,5401,5597
"Washington, CO",    Retail trade,9899,8438,8492,8174,8717,9930,10537,10401,10263
"Washington, CO","    Finance, insurance, real estate, rental, and leasing",42733,44103,43596,41680,41166,40715,41612,41784,42910
"Washington, CO",    Professional and business services,14493,15320,17250,16295,17463,17215,16379,18954,18883
"Washington, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Washington, CO","    Educational services, health care, and social assistance",1548,1271,1112,1055,1227,1307,1319,1135,1028
"Washington, CO",      Educational services,269,168,118,83,74,52,84,78,79
"Washington, CO",      Health care and social assistance,1281,1104,994,972,1154,1256,1235,1057,949
"Washington, CO",Government and government enterprises,25401,25136,24560,23804,23542,24248,23577,23423,23984
"Washington, CO",Natural resources and mining,151196,147885,118228,113593,119141,80594,93608,43242,90989
"Washington, CO",Private goods-producing industries 2/,155792,153740,124291,120205,128082,85587,98288,53005,100652
"Washington, CO",Private services-providing industries 3/,92832,94510,101203,101180,101253,103332,104215,106476,109193
"Weld, CO*",All industry total,10481889,10901589,11925849,13208351,15640435,17290520,17607226,18767550,20531235
"Weld, CO*",  Private industries,9564935,10027259,11048894,12315758,14733682,16349038,16657606,17792369,19544203
"Weld, CO*","    Mining, quarrying, and oil and gas extraction",1727404,2039017,2898964,3975606,5575777,6677032,6886306,8435923,9801605
"Weld, CO*",    Construction,663113,621064,659571,822534,1044938,1050044,1004750,1031275,1205992
"Weld, CO*",    Manufacturing,1373531,1383633,1227094,1194391,1201269,1304052,1313921,1340597,1415236
"Weld, CO*",      Durable goods manufacturing,551801,593624,573655,594070,598520,653639,666320,696007,729097
"Weld, CO*",      Nondurable goods manufacturing,825230,791247,653439,600244,602677,650406,647799,645302,686814
"Weld, CO*",    Wholesale trade,431060,469528,510028,531482,543405,539937,493613,522592,525504
"Weld, CO*",    Retail trade,464266,488872,530018,573242,625408,681990,719450,732813,764419
"Weld, CO*",    Transportation and warehousing,240870,307299,408675,457609,570149,627337,567059,607849,657823
"Weld, CO*",    Information,202311,147695,150578,179316,193730,213423,235363,249447,252438
"Weld, CO*","    Finance, insurance, real estate, rental, and leasing",1635518,1738839,1730721,1623833,1635675,1702218,1779997,1794283,1866739
"Weld, CO*",      Finance and insurance,373678,409338,423184,384352,381682,386517,396402,361140,388942
"Weld, CO*",      Real estate and rental and leasing,1261465,1329361,1307538,1239574,1254235,1316332,1384592,1436083,1479950
"Weld, CO*",    Professional and business services,611696,703082,709437,749333,821745,834317,840737,909180,1014071
"Weld, CO*","      Professional, scientific, and technical services",229821,246623,250903,263432,280666,303188,313733,326427,355622
"Weld, CO*",      Management of companies and enterprises,153802,220308,210917,191553,207752,225414,229560,263422,314774
"Weld, CO*",      Administrative and support and waste management and remediation services,228187,236140,247616,294201,332984,306687,298981,321834,348678
"Weld, CO*","    Educational services, health care, and social assistance",544807,529272,566170,560902,592185,638796,670258,686956,703812
"Weld, CO*",      Educational services,24246,24273,25301,21165,26346,32072,36104,37888,38701
"Weld, CO*",      Health care and social assistance,520550,505003,540869,539776,565764,606489,633794,648652,664692
"Weld, CO*","    Arts, entertainment, recreation, accommodation, and food services",186368,196175,204111,211179,226162,244636,253363,269772,282652
"Weld, CO*","      Arts, entertainment, and recreation",26926,30268,32144,37153,43802,48897,53809,58464,55558
"Weld, CO*",      Accommodation and food services,159453,165911,171967,174057,182463,195886,199816,211645,227099
"Weld, CO*",Government and government enterprises,919469,875820,876955,892802,909638,950120,960709,996319,1026709
"Weld, CO*",Trade,895353,958400,1040046,1104694,1168675,1221777,1212942,1255429,1289586
"Weld, CO*",Manufacturing and information,1578254,1530844,1377672,1373480,1394372,1516552,1545721,1584935,1664156
"Yuma, CO",All industry total,781861,755118,795924,755449,810483,817648,861732,781972,673264
"Yuma, CO",  Private industries,725666,700162,740301,699747,755408,762486,806334,724154,615044
"Yuma, CO","    Agriculture, forestry, fishing and hunting",344038,312576,379668,334523,352698,334865,388711,328099,171458
"Yuma, CO","    Mining, quarrying, and oil and gas extraction",137986,116282,88673,89154,102116,111427,86310,80526,61346
"Yuma, CO",    Utilities,178,275,332,336,709,683,818,287,279
"Yuma, CO",    Construction,11627,11196,12467,14538,14860,11628,9328,10841,22651
"Yuma, CO",    Manufacturing,8226,25988,22795,22946,40179,52286,55511,33959,40735
"Yuma, CO",      Durable goods manufacturing,2215,6775,8824,9799,7751,9817,8372,5464,5754
"Yuma, CO",      Nondurable goods manufacturing,6019,19257,13971,13128,32808,42979,47940,28942,35594
"Yuma, CO",    Wholesale trade,23741,24304,26805,29983,31229,33271,33530,31652,32187
"Yuma, CO",    Retail trade,28612,27241,27192,26433,26162,28583,30347,31215,31476
"Yuma, CO",    Information,8496,9123,8851,8822,8487,5648,3980,3631,3686
"Yuma, CO","    Finance, insurance, real estate, rental, and leasing",95513,104348,104539,102330,100030,99288,102230,100969,102074
"Yuma, CO",      Finance and insurance,16849,22974,22640,24018,22636,21926,22608,19340,18573
"Yuma, CO",      Real estate and rental and leasing,78505,81377,81900,78282,77408,77415,79676,82131,84193
"Yuma, CO","      Professional, scientific, and technical services",3601,3650,3474,4400,4430,4406,4142,4097,4421
"Yuma, CO","    Arts, entertainment, recreation, accommodation, and food services",8775,8898,8483,10167,12331,13239,10721,9338,9672
"Yuma, CO",    Other services (except government and government enterprises),10638,11573,12193,11914,12383,12679,10556,10517,10967
"Yuma, CO",Government and government enterprises,56219,54970,55623,55691,55258,55397,56350,56650,55030
"Yuma, CO",Natural resources and mining,487894,432264,468340,423864,455474,445456,488994,418146,234881
"Yuma, CO",Trade,52355,51543,53997,56421,57401,61864,63889,62862,63662
"Yuma, CO",Manufacturing and information,17097,35092,31646,31768,48831,58555,60394,37947,44984
"Yuma, CO",Private goods-producing industries 2/,507110,469325,503603,461327,510928,512438,553899,456516,319989
"Yuma, CO",Private services-providing industries 3/,219957,230912,236698,238513,244974,249800,256375,255791,260878
